product_name,product_category,product_promo,product_price,quantity_sold,location
Pet T-Shirt Dog Cat Clothes Cute Lace Sleeve T-shirt,Pet Clothing & Accessories,"₱20 off
Free Gift",₱84 - ₱99,531 sold,"Valenzuela City, Metro Manila"
High Quality New cartoon pet vest Teddy puppy dog clothes spring and summer small dog Pet Cloth,Pet Clothing & Accessories,Free Gift,₱38 - ₱58,54.8K sold,"Valenzuela City, Metro Manila"
Pet supplies sunscreen clothes teddy summer dress cat clothes small middle dog vest breathable,Pet Clothing & Accessories,"₱10 off
Any 2 enjoy 1% off",₱28 - ₱45,6.4K sold,"Valenzuela City, Metro Manila"
Cartoon pet dog clothes explosion Dingdang cat multiple pet vest shirts cat clothes,Pet Clothing & Accessories,Any 3 enjoy 2% off,₱29 - ₱36,8.6K sold,"Quiapo, Metro Manila"
[Pet Shop]100% Cotton Dog Cat Free Kisses T-shirt Clothes,Pet Clothing & Accessories,₱ 59 | 3.30 ONLY,₱59 - ₱84,5K sold,"Valenzuela City, Metro Manila"
Pet vest cute comic cartoon printed  clothes Breathable comfortable summer vest prevent shed hair,Pet Clothing & Accessories,,₱38 - ₱52,2.1K sold,"Paranaque City, Metro Manila"
Super Lovely Dog Clothes Summer Pet Vest Comfortable Breathable French Bulldog Clothes Cool Clothes,Pet Clothing & Accessories,,₱39 - ₱45,403 sold,"Quezon City, Metro Manila"
Summer Pet Clothes For Dogs Coat Jackets Dog Clothes Puppy Pet Overalls For Dogs Costume Cat Spring,Pet Clothing & Accessories,₱ 68 | 3.30 ONLY,₱68 - ₱77,9.3K sold,"Binondo, Metro Manila"
New cartoon pet vest Teddy puppy dog clothes spring and summer small dog Pet Cloth,Pet Clothing & Accessories,₱ 24 | 3.30 ONLY,₱31 - ₱55,43.6K sold,"Binondo, Metro Manila"
【New product】New Cartoon Pet Vest Teddy Puppy Dog Clothes Spring and Summer Small Dog Pet Cloth,Pet Clothing & Accessories,Free Gift,₱158,2K sold,"Valenzuela City, Metro Manila"
Dog Dress Waffle Princess Dogs Daily Outfit Wedding Dress,Pet Clothing & Accessories,Free Gift,₱129,3.3K sold,"Valenzuela City, Metro Manila"
Camouflage Adjustable Collars Puppy Dogs,Pet Clothing & Accessories,₱ 14 | 3.30 ONLY,₱50,5.4K sold,"Pasay City, Metro Manila"
